code,year,habitatloss,co2emission
UZB,2018,0.4661042541,208.7063647
VCT,2018,17.01207724,11369.51396
VEN,2018,112107.3177,54349811.56
VGB,2018,6.212367641,2621.153028
VIR,2018,45.3920002,18080.19949
VNM,2018,225154.8913,167828392.7
VUT,2018,1031.350335,738553.1682
XAD,2018,0.8263686983,284.802548
XCA,2018,0.4361545909,0
XKO,2018,593.8940512,342353.5864
XNC,2018,17.554006,5105.164488
ZAF,2018,63666.7538,41709576.01
ZMB,2018,143944.2281,52616271.03
ZWE,2018,6557.176513,2720486.736
AFG,2019,17.11506676,5446.424578
AGO,2019,175098.3702,63028657.82
ALA,2019,2361.289576,778612.7572
ALB,2019,1074.144611,448921.6853
AND,2019,8.039982793,4016.86331
ARG,2019,145444.2708,40855840.79
ARM,2019,0.7064275936,251.0596413
ATG,2019,23.41031011,6545.590769
AUS,2019,1661547.603,414010452.7
AUT,2019,33642.4308,18489204.76
AZE,2019,11.94976343,4283.938517
BDI,2019,2386.329928,1231182.678
BEL,2019,5577.118213,3119351.002
BEN,2019,774.9856745,371114.0224
BES,2019,1.542565227,555.2415559
BFA,2019,0,860.6533645
BGD,2019,22078.75979,11604024.82
BGR,2019,4125.248048,1945083.092
BHS,2019,1557.773563,478476.9846
BIH,2019,1232.210397,714618.3082
BLR,2019,75048.52508,29389900.36
BLZ,2019,18372.6361,8726427.99
BOL,2019,852089.8685,350837731.8
BRA,2019,2696748.799,1612075541
BRB,2019,53.66338849,23166.12294
BRN,2019,1168.534273,716936.65
BTN,2019,819.5852354,445133.9172
BWA,2019,0.07219066733,16.04371048
CAF,2019,49026.38682,23810242.21
CAN,2019,2175715.708,466256499.5
CHE,2019,3518.709266,1951531.481
CHL,2019,78735.4683,37452171.03
CHN,2019,496972.4354,215121875.6
CIV,2019,242171.2792,135187819.1
CMR,2019,121800.9687,74067327.36
COD,2019,1220177.453,804116764.3
COG,2019,73758.07856,45940021.37
COL,2019,268409.8814,155942628
COM,2019,280.497285,147074.2014
CPV,2019,0.07433538297,0
CRI,2019,11485.67713,6529317.395
CUB,2019,7463.608391,2995186.336
CUW,2019,2.181803208,624.725334
CYM,2019,10.7603673,4545.112989
CYP,2019,43.45628982,13139.8942
CZE,2019,73295.19926,39985098.92
DEU,2019,108232.5108,61949110.42
DMA,2019,58.70914487,35493.95278
DNK,2019,9180.333627,3347681.051
DOM,2019,14930.83819,6919707.257
DZA,2019,6291.288202,1970118.935
ECU,2019,35645.82687,25287198
EGY,2019,20.90405681,4503.456515
ESP,2019,71021.86483,32223546.56
EST,2019,45916.92433,15097117.27
ETH,2019,25582.39839,12912829.58
FIN,2019,289910.399,64999100.7
FJI,2019,1455.840479,858193.9936
FRA,2019,81304.16864,43686591.92
GAB,2019,28561.01882,18711403.45
GBR,2019,28376.64374,13212756.75
GEO,2019,166.186344,90455.86639
GGY,2019,0.1504105626,49.88294954
GHA,2019,88256.57866,51826588.75
GIN,2019,193690.009,86517378.17
GLP,2019,70.26019323,29886.14113
GMB,2019,20.08557126,4606.557309
GNB,2019,15622.80369,6860069.59
GNQ,2019,9526.171885,6483863.823
GRC,2019,7604.301812,2034555.834
GRD,2019,21.06297714,10810.94459
GTM,2019,90198.05534,46117138.09
GUF,2019,3297.925826,2567910.642
GUY,2019,22324.42422,14182175.39
HKG,2019,24.57831574,6868.920443
HND,2019,81416.2314,41491442.77
HRV,2019,5977.626809,3091567.281
HTI,2019,4395.440811,1957577.712
HUN,2019,14397.95479,5827021.182
IDN,2019,1176884.144,714217530.3
IMN,2019,19.70500851,8108.298039
IND,2019,121154.4372,62064599.66
IRL,2019,10370.41353,5117872.944
IRN,2019,144.056465,38516.3527
IRQ,2019,0.062097214,19.06607707
ISR,2019,54.3579229,15075.7823
ITA,2019,59704.92033,24880665.82
JAM,2019,2292.155806,1202834.922
JOR,2019,0.5873644682,119.6045688
JPN,2019,51380.58321,26186906.22
KAZ,2019,1281.725584,515637.1429
KEN,2019,15950.24492,7193521.894
KGZ,2019,15.72676643,6622.053484
KHM,2019,143306.852,83467417.11
KNA,2019,8.903363912,4350.280661
KOR,2019,20731.59932,7783347.668
LAO,2019,364709.5483,186793962.9
LBN,2019,389.8077873,119910.4628
LBR,2019,171765.1598,99633859.67
LBY,2019,2.144342642,494.1795483
LCA,2019,21.89532865,12279.88459
LIE,2019,11.54441022,7389.216566
LKA,2019,10306.91388,4130380.216
LSO,2019,10.20990834,2416.738443
LTU,2019,24565.24756,9173532.323
LUX,2019,509.1976551,308540.7288
LVA,2019,57402.97054,20600637.29
MAC,2019,2.713134767,0
MAF,2019,0.5126036866,138.3443564
MAR,2019,1250.017486,396392.1893
MDA,2019,817.2113223,273664.4196
MDG,2019,254242.7373,124109572.3
MEX,2019,327437.7833,152298549.6
MKD,2019,1790.23903,844248.3849
MLI,2019,210.7572368,67254.23037
MMR,2019,309418.1611,169081617.8
MNE,2019,647.0065666,359481.7739
MNG,2019,2815.42297,685036.2779
MOZ,2019,235658.0519,90672269.78
MSR,2019,4.646877653,2341.466894
MTQ,2019,60.54677783,28659.26854
MWI,2019,12134.42215,4982539.448
MYS,2019,395367.2182,197858396.1
MYT,2019,34.90639032,17140.0937
NAM,2019,1.893531252,298.4322817
NCL,2019,811.9701678,361877.6408
NGA,2019,86894.81904,48487370.54
NIC,2019,77848.28348,44835218.94
NLD,2019,2481.328237,1197362.707
NOR,2019,64784.05595,17902238.02
NPL,2019,2087.028996,1168162.219
NZL,2019,71430.70374,52012323.85
PAK,2019,81.24308459,32251.74019
PAN,2019,33993.58828,19347632.66
PER,2019,231257.3813,152190801.3
PHL,2019,64038.61496,37894224.76
PLW,2019,8.698362266,7103.094867
PNG,2019,95134.67482,73246747.78
POL,2019,76720.94129,33336285.66
PRI,2019,695.0211409,319964.8948
PRK,2019,27492.24072,9892673.977
PRT,2019,36885.7725,13583217.55
PRY,2019,314372.6881,94649328.09
PSE,2019,0.2624685464,77.45270267
ROU,2019,12265.85886,6573784.93
RUS,2019,3686557.041,673001475.2
RWA,2019,2515.986112,2042896.158
SDN,2019,56.39586824,14610.98747
SEN,2019,277.6400026,71068.98943
SGP,2019,287.8738498,136499.1899
SLB,2019,16550.44465,13216251.28
SLE,2019,175466.6883,90011097.18
SLV,2019,2249.009113,1092610.165
SMR,2019,0.5018789417,141.3770913
SOM,2019,374.1389243,73732.73075
SPM,2019,0.3184201877,0
SRB,2019,3962.211903,2019018.179
SSD,2019,3753.592094,1634663.92
SUR,2019,18454.18882,14397769.91
SVK,2019,10330.87194,6112223.14
SVN,2019,3456.212072,2006109.315
SWE,2019,332890.8872,91801288.96
SWZ,2019,4116.906026,1578902.144
SYC,2019,0.8351447151,773.1763414
SYR,2019,1176.520275,347408.8245
TCA,2019,17.24336371,5333.441343
TCD,2019,5058.926739,1456673.62
TGO,2019,5230.015877,3050661.967
THA,2019,129794.0317,74160157.59
TJK,2019,0.05956594379,24.08338835
TLS,2019,1501.469835,751567.9493
TTO,2019,658.3583421,372748.2709
TUN,2019,572.7730101,186770.4578
TUR,2019,39117.93877,11290843.66
TWN,2019,1426.27424,645628.9224
TZA,2019,142772.9925,50717877.3
UGA,2019,63267.76411,30039611.78
UKR,2019,45136.78903,18992351.54
URY,2019,14519.35392,18570802.99
USA,2019,2109918.283,887326857.2
UZB,2019,17.63890152,6849.626513
VCT,2019,11.61693049,7187.657923
VEN,2019,140807.2202,68587755.42
VGB,2019,0.8769920894,343.4163848
VIR,2019,19.58205995,7526.034638
VNM,2019,216779.3961,160694405.8
VUT,2019,251.5703417,141004.9701
XAD,2019,0.6993120859,206.560629
XKO,2019,697.3994543,397287.9217
XNC,2019,12.5637078,3761.247884
ZAF,2019,76139.76107,44249761.97
ZMB,2019,124640.781,45822189.57
ZWE,2019,11553.32951,4701419.998
AFG,2020,36.58230789,13105.98244
AGO,2020,248028.4318,86374191.16
AIA,2020,0.1463298561,45.30981982
ALA,2020,673.4887731,224458.1164
ALB,2020,1117.787389,501747.05
AND,2020,27.49449199,16658.81487
ARG,2020,197379.0249,54813170.8
ARM,2020,18.54296916,7056.118006
ATG,2020,15.23599394,5182.216421
AUS,2020,2356516.288,689214454.3
AUT,2020,25936.51507,14716099.01
AZE,2020,22.77496149,7370.143309
BDI,2020,1856.851775,1075563.478
BEL,2020,5408.631203,3109598.344
BEN,2020,1605.561421,916794.0543
BES,2020,9.697954706,3593.832718
BFA,2020,0,6685.394819
BGD,2020,21475.16881,10886653.96
BGR,2020,4795.099953,2231302.169
BHS,2020,2696.178497,932638.463
BIH,2020,1842.071175,1018168.33
BLR,2020,68932.12499,27833416.92
BLZ,2020,26511.78449,13622892.82
BOL,2020,429780.2985,208196210.6
BRA,2020,3291391.787,1897473674
BRB,2020,22.10970874,7725.648212
BRN,2020,1166.427569,741966.8658
BTN,2020,1288.374488,696303.1629
BWA,2020,1.815258092,376.5796219
CAF,2020,55136.67812,28507833.17
CAN,2020,1195271.241,318382567.4
CHE,2020,3927.891163,2419602.622
CHL,2020,70591.90966,32096948.74
CHN,2020,422214.3528,183592610.6
CIV,2020,248501.7226,144070437.6
CMR,2020,202795.6687,134075756.8
COD,2020,1309975.508,857512772.5
COG,2020,64540.10162,40780701.44
COL,2020,324169.4405,196265814.3
COM,2020,265.5116203,136672.0207
CPV,2020,3.269718753,0
CRI,2020,8260.967071,4848932.273
CUB,2020,12618.45342,5158683.97
CUW,2020,1.9561277,540.4256614
CYM,2020,8.57770746,3339.392672
CYP,2020,33.19479004,9292.505247
CZE,2020,100258.2355,56265270.26
DEU,2020,186939.6372,112636661.1
DMA,2020,65.61122506,39603.60479
DNK,2020,3193.593482,1210757.919
DOM,2020,21441.16113,10058973.45
DZA,2020,13072.6666,4303926.26
ECU,2020,48915.08232,35809410.68
EGY,2020,18.13907617,3793.944382
ESP,2020,101988.1181,46028520.38
EST,2020,36805.36932,12295711.21
ETH,2020,17980.78234,8899547.026
FIN,2020,254472.5924,57509671.84
FJI,2020,2066.832067,1232128.488
FRA,2020,77745.73714,43805247.73
GAB,2020,22022.27397,14375573.45
GBR,2020,22842.4573,10567971.28
GEO,2020,222.153776,111388.0564
GGY,2020,0.1007280408,29.35232135
GHA,2020,136599.4771,82420122.47
GIN,2020,178406.6324,84757781.6
GLP,2020,51.92330284,22428.68724
GMB,2020,9.892571436,2274.550012
GNB,2020,17107.80285,7626781.401
GNQ,2020,4870.416282,3393471.26
GRC,2020,5427.3562,1523096.865
GRD,2020,18.43700219,9652.606318
GTM,2020,98556.3277,50214923.42
GUF,2020,4289.376692,3357845.637
GUY,2020,15769.9794,10466176.45
HKG,2020,72.53734313,29071.4656
HND,2020,93648.71909,48977192.03
HRV,2020,6051.886035,3118976.382
HTI,2020,3802.056739,1720981.092
HUN,2020,12013.5662,4916744.137
IDN,2020,961587.9431,570996419
IMN,2020,7.129409033,2966.757476
IND,2020,137715.5414,69894314.53
IRL,2020,6206.876041,3142136.068
IRN,2020,20.19200929,5475.664216
ISR,2020,46.46654974,12869.81129
ITA,2020,28246.4863,11043648.28
JAM,2020,2169.745702,1145537.585
JEY,2020,0.1519160606,71.66891259
JOR,2020,0.1957948364,39.32682592
JPN,2020,48057.78632,24829698.32
KAZ,2020,1853.267679,703074.0484
KEN,2020,19044.83437,9387709.477
KGZ,2020,11.89814012,5214.957671
KHM,2020,143487.8109,84208064.34
KNA,2020,10.14993487,4505.409216
KOR,2020,20123.31973,7543051.586
LAO,2020,357546.6878,188409531.9
LBN,2020,473.0846457,153736.5904
LBR,2020,220121.3662,130002756.5
LBY,2020,0.7809010562,179.9778557
LCA,2020,40.73259011,22988.70131
LIE,2020,3.214497264,2193.055075
LKA,2020,11216.44942,4389277.858
LSO,2020,16.0650561,3836.833227
LTU,2020,22970.48387,8790811.134
LUX,2020,654.6687526,408907.6639
LVA,2020,50462.78383,18603600
MAC,2020,0.8568552947,0
MAF,2020,1.611100141,693.2247299
MAR,2020,3620.779654,1209819.173
MDA,2020,1413.631173,479613.9282
MDG,2020,241112.0786,125011612.6
MEX,2020,299526.2896,136294526
MKD,2020,1856.080115,877472.319
MLI,2020,148.847412,54521.80684
MMR,2020,310005.3074,170249539.8
MNE,2020,983.183856,583049.0173
MNG,2020,464.6175161,132078.1893
MOZ,2020,232509.0705,88681200.46
MSR,2020,2.21254264,969.1900449
MTQ,2020,65.09517641,31989.42884
MWI,2020,16067.71657,6539663.712
MYS,2020,268721.4917,130146786
MYT,2020,166.7884906,83892.31388
NAM,2020,1.460983445,284.7463486
NCL,2020,4065.975496,1977550.223
NGA,2020,99199.51539,61046313.06
NIC,2020,111303.3128,61427454.9
NLD,2020,1921.856834,945302.8426
NOR,2020,68362.91363,18889994.7
NPL,2020,2232.811564,1195304.517
NZL,2020,60924.51433,45254637.11
PAK,2020,69.20160856,26099.97148
PAN,2020,27314.29496,15746424.36
PER,2020,278656.6803,182417379.5
PHL,2020,63727.59706,38058828.34
PLW,2020,16.25437658,10663.47202
PNG,2020,78439.73385,59920180.09
POL,2020,74958.89001,33222894.87
PRI,2020,680.7800017,349516.2979
PRK,2020,14775.53225,5576465.493
PRT,2020,62044.38837,22049183.04
PRY,2020,243379.1479,75656063.26
PSE,2020,0.2613848605,70.07142346
ROU,2020,27445.57389,15410829.42
RUS,2020,5442086.35,901083355.8
RWA,2020,3187.317101,2499117.174
SDN,2020,66.80291179,18221.66647
SEN,2020,758.458161,200503.374
SGP,2020,165.2030036,85939.40873
SLB,2020,14598.97726,11821843.86
SLE,2020,154640.5161,79896946.47
SLV,2020,2208.275242,1115738.963
SOM,2020,154.5187799,31534.98015
SPM,2020,0.7429691638,0
SRB,2020,4987.055852,2679361.873
SSD,2020,2326.226764,1095311.653
SUR,2020,15096.00654,11945742.66
SVK,2020,11947.17887,7001738.894
SVN,2020,3889.417593,2339019.054
SWE,2020,339968.2296,96177722.57
SWZ,2020,2684.091136,1080510.727
SYR,2020,3037.67036,598629.4242
TCA,2020,34.41261375,10591.6741
TCD,2020,3433.489616,1057626.917
TGO,2020,5506.800261,3204138.944
THA,2020,119414.1862,68446960.55
TJK,2020,0.4276713535,148.9275502
TLS,2020,1458.868184,734265.78
TTO,2020,859.9870257,493853.575
TUN,2020,1062.164916,317523.1533
TUR,2020,45348.5848,12942216.03
TWN,2020,1461.499655,643329.0595
TZA,2020,186212.5317,68098824.53
UGA,2020,73603.22695,36537564.57
UKR,2020,79457.53143,30097671.74
URY,2020,12682.12121,15627935.65
USA,2020,1966716.375,934766116.5
UZB,2020,3.18195055,1252.048904
VCT,2020,7.119596357,4590.057593
VEN,2020,139301.839,71646807.38
VGB,2020,0.07308887035,27.58803293
VIR,2020,14.00582781,5206.362253
VNM,2020,207640.5918,150712092.5
VUT,2020,3935.034108,2580476.122
XAD,2020,0.5720593218,133.9614329
XCA,2020,0.1644274614,0
XKO,2020,970.7898047,550208.5801
XNC,2020,6.185125571,1061.605749
ZAF,2020,62247.30063,39412783.32
ZMB,2020,163028.4378,60644221.05
ZWE,2020,6224.919002,2681112.466
AFG,2021,26.4824616,8211.542132
AGO,2021,298294.0696,118783175.7
AIA,2021,1.682781696,488.6814919
ALA,2021,1355.404368,462211.5935
ALB,2021,1685.677236,571868.3911
AND,2021,2.224712977,1421.862248
ARG,2021,201881.8411,64444344.13
ARM,2021,4.964722322,1997.656288
ATG,2021,39.15892521,13350.60718
AUS,2021,261043.5535,114826401.8
AUT,2021,16651.64155,9272393.08
AZE,2021,85.22633726,34977.10098
BDI,2021,2272.251753,1360545.361
BEL,2021,9142.899488,5383716.639
BEN,2021,1704.951118,1862919.389
BES,2021,0.225687472,67.95468537
BFA,2021,0,38603.46972
BGD,2021,17587.28023,8921149.598
BGR,2021,6683.899225,3244452.13
BHS,2021,1548.812895,597603.632
BIH,2021,1018.740783,569849.7769
BLR,2021,63478.9778,26327361.85
BLZ,2021,9289.645588,4486581.046
BOL,2021,558393.1163,259206337.7
BRA,2021,2991909.306,1880308898
BRB,2021,17.2387927,6429.053702
BRN,2021,953.160658,639647.0956
BTN,2021,1278.575893,683134.2064
BWA,2021,1.424780803,342.3376706
CAF,2021,67180.61472,35928054.21
CAN,2021,2524984.99,498002429.6
CHE,2021,3455.91214,2096274.605
CHL,2021,71610.47119,43571600.64
CHN,2021,536655.7459,237734537.8
CIV,2021,183248.3987,110941610
CMR,2021,168797.7997,106320925.9
COD,2021,1247857.47,823877382.1
COG,2021,58192.69138,36989204.25
COL,2021,265167.7357,161859555.4
COM,2021,164.5376841,85515.685
CRI,2021,7847.994494,4628624.802
CUB,2021,9720.833319,4320215.767
CUW,2021,4.063811762,1135.211893
CYM,2021,10.10522126,4278.473395
CYP,2021,642.8700344,108195.7383
CZE,2021,56292.53564,31834588.8
DEU,2021,202277.8178,121922930.8
DMA,2021,30.35926319,19469.97146
DNK,2021,4795.048928,1910619.542
DOM,2021,14182.19621,6811189.633
DZA,2021,20472.89262,6944736.492
ECU,2021,30273.22097,22618319.58
EGY,2021,17.81208131,3904.211787
ERI,2021,0,41.40410612
ESP,2021,85791.95758,38864410.59
EST,2021,34004.02271,11708365.23
ETH,2021,19751.43828,10289351.24
FIN,2021,266899.1262,62021985.7
FJI,2021,7198.83328,4503554.629
FRA,2021,112886.0348,66337869.11
GAB,2021,18317.62963,12275934.01
GBR,2021,26215.79534,12659032.82
GEO,2021,420.2624458,225887.1784
GGY,2021,0.55413069,197.9912592
GHA,2021,101378.9547,64131617.46
GIN,2021,167376.7459,78964104.72
GLP,2021,67.73279767,28299.59873
GMB,2021,19.0373595,7646.740233
GNB,2021,13684.85412,6360465.842
GNQ,2021,8905.680921,6166606.304
GRC,2021,49038.51921,8967827.727
GRD,2021,15.95471226,8968.058861
GTM,2021,49896.23235,26457914.37
GUF,2021,2205.032998,1743047.422
GUY,2021,9536.996539,6741009.775
HKG,2021,58.3747495,24352.58092
HND,2021,69497.94968,36918766.77
HRV,2021,5264.327176,2787659.423
HTI,2021,2413.744533,1152083.857
HUN,2021,13752.8992,5857555.818
IDN,2021,841391.391,489268151.1
IMN,2021,13.98223792,5679.969495
IND,2021,132747.5857,67512432.4
IRL,2021,8779.724237,4594743.173
IRN,2021,20.99845652,5968.689086
ISR,2021,28.61547411,7774.790448
ITA,2021,28263.99584,10093360.49
JAM,2021,1485.24724,770380.5093
JEY,2021,1.62036094,704.2705321
JPN,2021,48455.78435,25454008.01
KAZ,2021,718.4090624,279804.0931
KEN,2021,7564.226607,3618557.15
KGZ,2021,17.53534597,7915.697041
KHM,2021,144246.3399,85815125.08
KNA,2021,9.416269064,4388.236032
KOR,2021,17343.51161,6693589.893
LAO,2021,317575.3887,166674209.1
LBN,2021,672.6176721,160277.4265
LBR,2021,129838.0108,76255710.79
LBY,2021,0.5196089612,131.019419
LCA,2021,34.60395207,20470.02752
LIE,2021,0.6322705608,393.6457357
LKA,2021,13295.78236,5035561.167
LSO,2021,16.91761748,4684.795344
LTU,2021,22633.62647,8970285.213
LUX,2021,1054.579088,682313.1131
LVA,2021,48422.10577,18399085.88
MAF,2021,2.123582321,839.9467196
MAR,2021,1538.462118,517972.7163
MDA,2021,1131.309422,390063.0802
MDG,2021,234879.894,119092314.1
MEX,2021,189079.4191,85095813.72
MKD,2021,2304.283069,852333.5216
MLI,2021,130.3092423,139124.0767
MMR,2021,304151.7459,169243724.3
MNE,2021,507.7594136,264169.7146
MNG,2021,186.6896926,61349.15431
MOZ,2021,278039.3502,109135619.7
MSR,2021,2.507342792,1306.223635
MTQ,2021,43.55235253,21432.65036
MWI,2021,16564.31078,6709257.538
MYS,2021,277553.7327,133801627.4
MYT,2021,63.72506182,31104.80724
NAM,2021,4.372500487,2399.878999
NCL,2021,656.2899234,318877.7704
NER,2021,0,48.64331572
NGA,2021,97193.04939,65653001.68
NIC,2021,91850.90686,52202406.88
NLD,2021,2456.673268,1264890.84
NOR,2021,63937.4326,18174753.86
NPL,2021,2752.510133,1492677.63
NZL,2021,66242.98621,52346046.15
PAK,2021,63.18273148,23750.66559
PAN,2021,24390.43732,14086594.35
PER,2021,225203.9441,148262336.4
PHL,2021,48882.82363,29506854.88
PLW,2021,3.280796891,2567.025758
PNG,2021,76613.32149,58888594.11
POL,2021,77568.08842,35108933.25
PRI,2021,690.9724485,357703.1256
PRK,2021,13742.55346,5354965.019
PRT,2021,37223.92353,15319360.71
PRY,2021,277165.3843,82933207.43
ROU,2021,14699.4411,8040293.864
RUS,2021,6518851.583,930675126.3
RWA,2021,2922.131627,2607024.709
SDN,2021,50.32012087,14937.44511
SEN,2021,176.6263064,65520.59951
SGP,2021,200.9646094,97172.67544
SLB,2021,11999.64431,9647045.903
SLE,2021,113032.5737,58480210.91
SLV,2021,1488.705839,755760.4878
SOM,2021,169.1360008,33862.48207
SRB,2021,4072.238843,2119111.779
SSD,2021,2812.002841,1311223.737
SUR,2021,12262.02727,10100065.84
SVK,2021,6097.650248,3665461.382
SVN,2021,2232.826411,1342888.255
SWE,2021,333156.9565,96636099.21
SWZ,2021,3160.017833,1402300.182
SXM,2021,0.07325181551,19.88237537
SYC,2021,0.151835789,95.00830723
SYR,2021,2856.115068,555392.3056
TCA,2021,43.21771064,13258.6663
TCD,2021,5095.147735,2259264.066
TGO,2021,5897.964231,3701614.945
THA,2021,122815.8115,73029886.95
TLS,2021,1430.726611,739678.9871
TTO,2021,315.7758219,186374.5663
TUN,2021,2079.124414,692357.277
TUR,2021,79284.22953,20036165.39
TWN,2021,1463.193064,664623.4228
TZA,2021,165076.8303,63140296.56
UGA,2021,49244.9907,25131746.34
UKR,2021,66576.80737,27333755.21
URY,2021,16999.25677,43365548.17
USA,2021,2044298.918,1003579423
UZB,2021,3.505739946,829.3586253
VCT,2021,13.03725397,7976.620262
VEN,2021,64423.75979,32818310.1
VGB,2021,4.092813938,1692.75989
VIR,2021,19.2771757,7506.259157
VNM,2021,193074.0674,147126388.3
VUT,2021,57.74947852,33364.63569
XAD,2021,0.8266335694,218.367591
XCA,2021,0.3239588775,0
XKO,2021,520.1185163,308712.9341
XNC,2021,2.711850674,753.6150831
ZAF,2021,52067.37509,38510265.05
ZMB,2021,201456.6103,78283142.33
ZWE,2021,9054.487215,3920827.888
